"country","product_title","handle","variant_title","sku","current_storefront_price","supplier_cost_basis","shipping_cost_basis","shipping_evidence","minimum_price","recommended_action_price","price_change","price_action_required","quote_result","disposition","formula"
"CA","Everyday Pullover Hoodie","mens-casual-sports-hoodie-spring-autumn-fashion-solid-color-long-sleeved-pullover-with-arm-pocket-and-pull-rope-plus-size","XL / image color","14:366#image color;5:100014065","54.99","24.60","3.03","VERIFIED_CANADA_DSERs_QUOTE","53.16","54.99","0.00","no","PASS_REPRESENTATIVE_SAMPLE","PRICE_PASSES_CURRENT_GATE","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Everyday Pullover Hoodie","mens-casual-sports-hoodie-spring-autumn-fashion-solid-color-long-sleeved-pullover-with-arm-pocket-and-pull-rope-plus-size","XL / image color 1","14:29#image color;5:100014065","54.99","25.84","3.03","VERIFIED_CANADA_DSERs_QUOTE","55.52","55.99","1.00","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Everyday Pullover Hoodie","mens-casual-sports-hoodie-spring-autumn-fashion-solid-color-long-sleeved-pullover-with-arm-pocket-and-pull-rope-plus-size","XL / image color 2","14:1254#image color;5:100014065","54.99","25.84","3.03","VERIFIED_CANADA_DSERs_QUOTE","55.52","55.99","1.00","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Everyday Pullover Hoodie","mens-casual-sports-hoodie-spring-autumn-fashion-solid-color-long-sleeved-pullover-with-arm-pocket-and-pull-rope-plus-size","XL / image color 3","14:1052#image color;5:100014065","54.99","25.84","3.03","VERIFIED_CANADA_DSERs_QUOTE","55.52","55.99","1.00","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Everyday Pullover Hoodie","mens-casual-sports-hoodie-spring-autumn-fashion-solid-color-long-sleeved-pullover-with-arm-pocket-and-pull-rope-plus-size","XL / image color 4","14:771#image color;5:100014065","54.99","25.84","3.03","VERIFIED_CANADA_DSERs_QUOTE","55.52","55.99","1.00","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Everyday Pullover Hoodie","mens-casual-sports-hoodie-spring-autumn-fashion-solid-color-long-sleeved-pullover-with-arm-pocket-and-pull-rope-plus-size","XL / image color 5","14:350850#image color;5:100014065","54.99","25.16","3.03","VERIFIED_CANADA_DSERs_QUOTE","54.23","54.99","0.00","no","PASS_REPRESENTATIVE_SAMPLE","PRICE_PASSES_CURRENT_GATE","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Everyday Pullover Hoodie","mens-casual-sports-hoodie-spring-autumn-fashion-solid-color-long-sleeved-pullover-with-arm-pocket-and-pull-rope-plus-size","XL / image color 6","14:193#image color;5:100014065","54.99","27.72","3.03","VERIFIED_CANADA_DSERs_QUOTE","59.10","59.99","5.00","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Everyday Pullover Hoodie","mens-casual-sports-hoodie-spring-autumn-fashion-solid-color-long-sleeved-pullover-with-arm-pocket-and-pull-rope-plus-size","XL / image color 7","14:691#image color;5:100014065","54.99","25.08","3.03","VERIFIED_CANADA_DSERs_QUOTE","54.08","54.99","0.00","no","PASS_REPRESENTATIVE_SAMPLE","PRICE_PASSES_CURRENT_GATE","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Everyday Pullover Hoodie","mens-casual-sports-hoodie-spring-autumn-fashion-solid-color-long-sleeved-pullover-with-arm-pocket-and-pull-rope-plus-size","XXL / image color","14:366#image color;5:4182","54.99","25.18","3.03","VERIFIED_CANADA_DSERs_QUOTE","54.27","54.99","0.00","no","PASS_REPRESENTATIVE_SAMPLE","PRICE_PASSES_CURRENT_GATE","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Everyday Pullover Hoodie","mens-casual-sports-hoodie-spring-autumn-fashion-solid-color-long-sleeved-pullover-with-arm-pocket-and-pull-rope-plus-size","XXL / image color 1","14:29#image color;5:4182","54.99","25.15","3.03","VERIFIED_CANADA_DSERs_QUOTE","54.21","54.99","0.00","no","PASS_REPRESENTATIVE_SAMPLE","PRICE_PASSES_CURRENT_GATE","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Everyday Pullover Hoodie","mens-casual-sports-hoodie-spring-autumn-fashion-solid-color-long-sleeved-pullover-with-arm-pocket-and-pull-rope-plus-size","XXL / image color 2","14:1254#image color;5:4182","54.99","26.00","3.03","VERIFIED_CANADA_DSERs_QUOTE","55.83","55.99","1.00","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Everyday Pullover Hoodie","mens-casual-sports-hoodie-spring-autumn-fashion-solid-color-long-sleeved-pullover-with-arm-pocket-and-pull-rope-plus-size","XXL / image color 3","14:1052#image color;5:4182","54.99","26.00","3.03","VERIFIED_CANADA_DSERs_QUOTE","55.83","55.99","1.00","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Everyday Pullover Hoodie","mens-casual-sports-hoodie-spring-autumn-fashion-solid-color-long-sleeved-pullover-with-arm-pocket-and-pull-rope-plus-size","XXL / image color 4","14:771#image color;5:4182","54.99","26.00","3.03","VERIFIED_CANADA_DSERs_QUOTE","55.83","55.99","1.00","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Everyday Pullover Hoodie","mens-casual-sports-hoodie-spring-autumn-fashion-solid-color-long-sleeved-pullover-with-arm-pocket-and-pull-rope-plus-size","XXL / image color 5","14:350850#image color;5:4182","54.99","25.27","3.03","VERIFIED_CANADA_DSERs_QUOTE","54.44","54.99","0.00","no","PASS_REPRESENTATIVE_SAMPLE","PRICE_PASSES_CURRENT_GATE","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Everyday Pullover Hoodie","mens-casual-sports-hoodie-spring-autumn-fashion-solid-color-long-sleeved-pullover-with-arm-pocket-and-pull-rope-plus-size","XXL / image color 6","14:193#image color;5:4182","54.99","25.98","3.03","VERIFIED_CANADA_DSERs_QUOTE","55.79","55.99","1.00","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Everyday Pullover Hoodie","mens-casual-sports-hoodie-spring-autumn-fashion-solid-color-long-sleeved-pullover-with-arm-pocket-and-pull-rope-plus-size","XXL / image color 7","14:691#image color;5:4182","54.99","25.18","3.03","VERIFIED_CANADA_DSERs_QUOTE","54.27","54.99","0.00","no","PASS_REPRESENTATIVE_SAMPLE","PRICE_PASSES_CURRENT_GATE","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Everyday Pullover Hoodie","mens-casual-sports-hoodie-spring-autumn-fashion-solid-color-long-sleeved-pullover-with-arm-pocket-and-pull-rope-plus-size","XXXL / image color","14:366#image color;5:4183","54.99","25.86","3.03","VERIFIED_CANADA_DSERs_QUOTE","55.56","55.99","1.00","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Everyday Pullover Hoodie","mens-casual-sports-hoodie-spring-autumn-fashion-solid-color-long-sleeved-pullover-with-arm-pocket-and-pull-rope-plus-size","XXXL / image color 1","14:29#image color;5:4183","54.99","26.15","3.03","VERIFIED_CANADA_DSERs_QUOTE","56.11","56.99","2.00","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Everyday Pullover Hoodie","mens-casual-sports-hoodie-spring-autumn-fashion-solid-color-long-sleeved-pullover-with-arm-pocket-and-pull-rope-plus-size","XXXL / image color 2","14:1254#image color;5:4183","54.99","26.15","3.03","VERIFIED_CANADA_DSERs_QUOTE","56.11","56.99","2.00","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Everyday Pullover Hoodie","mens-casual-sports-hoodie-spring-autumn-fashion-solid-color-long-sleeved-pullover-with-arm-pocket-and-pull-rope-plus-size","XXXL / image color 3","14:1052#image color;5:4183","54.99","26.15","3.03","VERIFIED_CANADA_DSERs_QUOTE","56.11","56.99","2.00","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Everyday Pullover Hoodie","mens-casual-sports-hoodie-spring-autumn-fashion-solid-color-long-sleeved-pullover-with-arm-pocket-and-pull-rope-plus-size","XXXL / image color 4","14:771#image color;5:4183","54.99","26.15","3.03","VERIFIED_CANADA_DSERs_QUOTE","56.11","56.99","2.00","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Everyday Pullover Hoodie","mens-casual-sports-hoodie-spring-autumn-fashion-solid-color-long-sleeved-pullover-with-arm-pocket-and-pull-rope-plus-size","XXXL / image color 5","14:350850#image color;5:4183","54.99","25.88","3.03","VERIFIED_CANADA_DSERs_QUOTE","55.60","55.99","1.00","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Everyday Pullover Hoodie","mens-casual-sports-hoodie-spring-autumn-fashion-solid-color-long-sleeved-pullover-with-arm-pocket-and-pull-rope-plus-size","XXXL / image color 6","14:193#image color;5:4183","54.99","29.06","3.03","VERIFIED_CANADA_DSERs_QUOTE","61.65","61.99","7.00","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Everyday Pullover Hoodie","mens-casual-sports-hoodie-spring-autumn-fashion-solid-color-long-sleeved-pullover-with-arm-pocket-and-pull-rope-plus-size","XXXL / image color 7","14:691#image color;5:4183","54.99","26.15","3.03","VERIFIED_CANADA_DSERs_QUOTE","56.11","56.99","2.00","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Kids Toddler Foot Measure Gauge Shoes Size Measuring Ruler Tool Baby Boy Girl Children's Foot Length Measuring Ruler Fittings","kids-toddler-foot-measure-gauge-shoes-size-measuring-ruler-tool-baby-boy-girl-childrens-foot-length-measuring-ruler-fittings","black","14:691#black","9.11","3.64","3.03","VERIFIED_CANADA_DSERs_QUOTE","13.27","13.99","4.88","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Kids Toddler Foot Measure Gauge Shoes Size Measuring Ruler Tool Baby Boy Girl Children's Foot Length Measuring Ruler Fittings","kids-toddler-foot-measure-gauge-shoes-size-measuring-ruler-tool-baby-boy-girl-childrens-foot-length-measuring-ruler-fittings","blue","14:29#blue","6.47","2.59","","VERIFIED_CANADA_DSERs_QUOTE","","6.47","0.00","no","FAIL_NO_SHIPPING","DISABLE_CA_VARIANT_NO_SHIPPING",""
"CA","Kids Toddler Foot Measure Gauge Shoes Size Measuring Ruler Tool Baby Boy Girl Children's Foot Length Measuring Ruler Fittings","kids-toddler-foot-measure-gauge-shoes-size-measuring-ruler-tool-baby-boy-girl-childrens-foot-length-measuring-ruler-fittings","green","14:175#green","5.91","2.36","3.03","VERIFIED_CANADA_DSERs_QUOTE","10.83","10.99","5.08","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Kids Toddler Foot Measure Gauge Shoes Size Measuring Ruler Tool Baby Boy Girl Children's Foot Length Measuring Ruler Fittings","kids-toddler-foot-measure-gauge-shoes-size-measuring-ruler-tool-baby-boy-girl-childrens-foot-length-measuring-ruler-fittings","pink","14:193#pink","6.12","2.45","3.03","VERIFIED_CANADA_DSERs_QUOTE","11.00","11.99","5.87","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Kids Toddler Foot Measure Gauge Shoes Size Measuring Ruler Tool Baby Boy Girl Children's Foot Length Measuring Ruler Fittings","kids-toddler-foot-measure-gauge-shoes-size-measuring-ruler-tool-baby-boy-girl-childrens-foot-length-measuring-ruler-fittings","YELLOW","14:366","9.11","3.64","3.03","VERIFIED_CANADA_DSERs_QUOTE","13.27","13.99","4.88","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","4XL / black","14:193;5:200000990","19.34","7.74","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.07","21.99","2.65","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","4XL / Black 001","14:202520811#Black 001;5:200000990","18.32","7.33","3.03","VERIFIED_CANADA_DSERs_QUOTE","20.29","20.99","2.67","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","4XL / Black 002","14:200001951#Black 002;5:200000990","20.22","8.09","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.74","21.99","1.77","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","4XL / Black 003","14:203008817#Black 003;5:200000990","17.83","7.13","3.03","VERIFIED_CANADA_DSERs_QUOTE","19.91","19.99","2.16","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","4XL / Dark Blue","14:173#Dark Blue;5:200000990","18.39","7.36","3.03","VERIFIED_CANADA_DSERs_QUOTE","20.35","20.99","2.60","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","4XL / Dark Blue  002","14:366#Dark Blue  002;5:200000990","20.11","8.04","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.64","21.99","1.88","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","4XL / Dark Blue  003","14:200003699#Dark Blue  003;5:200000990","18.81","7.52","3.03","VERIFIED_CANADA_DSERs_QUOTE","20.65","20.99","2.18","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","4XL / Dark Blue 001","14:29#Dark Blue 001;5:200000990","18.95","7.58","3.03","VERIFIED_CANADA_DSERs_QUOTE","20.77","20.99","2.04","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","4XL / Dark Gray","14:691#Dark Gray;5:200000990","19.48","7.79","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.17","21.99","2.51","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","4XL / Dark Gray 001","14:202997806#Dark Gray 001;5:200000990","19.34","7.74","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.07","21.99","2.65","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","4XL / Dark Gray 002","14:100018786#Dark Gray 002;5:200000990","19.97","7.99","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.55","21.99","2.02","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","4XL / Dark Gray 003","14:203008818#Dark Gray 003;5:200000990","19.65","7.86","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.30","21.99","2.34","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","L / black","14:193;5:361385","18.28","7.31","3.03","VERIFIED_CANADA_DSERs_QUOTE","20.25","20.99","2.71","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","L / Black 001","14:202520811#Black 001;5:361385","19.34","7.74","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.07","21.99","2.65","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","L / Black 002","14:200001951#Black 002;5:361385","19.51","7.81","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.20","21.99","2.48","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","L / Black 003","14:203008817#Black 003;5:361385","19.34","7.74","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.07","21.99","2.65","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","L / Dark Blue","14:173#Dark Blue;5:361385","18.53","7.41","3.03","VERIFIED_CANADA_DSERs_QUOTE","20.44","20.99","2.46","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","L / Dark Blue  002","14:366#Dark Blue  002;5:361385","19.90","7.96","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.49","21.99","2.09","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","L / Dark Blue  003","14:200003699#Dark Blue  003;5:361385","20.67","8.27","3.03","VERIFIED_CANADA_DSERs_QUOTE","22.08","22.99","2.32","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","L / Dark Blue 001","14:29#Dark Blue 001;5:361385","19.80","7.92","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.41","21.99","2.19","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","L / Dark Gray","14:691#Dark Gray;5:361385","17.55","7.02","3.03","VERIFIED_CANADA_DSERs_QUOTE","19.70","19.99","2.44","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","L / Dark Gray 001","14:202997806#Dark Gray 001;5:361385","19.20","7.68","3.03","VERIFIED_CANADA_DSERs_QUOTE","20.96","20.99","1.79","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","L / Dark Gray 002","14:100018786#Dark Gray 002;5:361385","19.90","7.96","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.49","21.99","2.09","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","L / Dark Gray 003","14:203008818#Dark Gray 003;5:361385","19.44","7.78","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.15","21.99","2.55","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","M / black","14:193;5:361386","20.78","8.31","3.03","VERIFIED_CANADA_DSERs_QUOTE","22.16","22.99","2.21","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","M / Black 001","14:202520811#Black 001;5:361386","18.42","7.37","3.03","VERIFIED_CANADA_DSERs_QUOTE","20.37","20.99","2.57","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","M / Black 002","14:200001951#Black 002;5:361386","19.90","7.96","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.49","21.99","2.09","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","M / Black 003","14:203008817#Black 003;5:361386","19.41","7.76","3.03","VERIFIED_CANADA_DSERs_QUOTE","21.11","21.99","2.58","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
"CA","Summer Men's Shorts Cool Sportswear Running Sport Shorts Casual Bottoms Gym Fitness Training Jogging Short Pants Men Black Gray","summer-mens-shorts-cool-sportswear-running-sport-shorts-casual-bottoms-gym-fitness-training-jogging-short-pants-men-black-gray","M / Dark Blue","14:173#Dark Blue;5:361386","18.25","7.30","3.03","VERIFIED_CANADA_DSERs_QUOTE","20.23","20.99","2.74","yes","FAIL_REPRICE_REQUIRED","REPRICE_THEN_REVIEW","(supplier_cost + shipping + 0.30) / 0.52535"
